dataset_row_number,record_id,document_name,record_type,court_family,judgment_number,actions,substantive_action_count,old_record_sha256,new_record_sha256,hash_refreshed
397,zimlex-2022-8cd33a5b5606d54dfcda,S v Mashingaidze (58 of 2022) [2022] ZWMSVHC 58 (25 July 2022) Copy(1).docx,law_report_draft,High Court,HMA 58-22,,0,1dbca7e0d38f943cd0bdfd2b3765b521ba00f0e76e13372a33363ae770a405f7,428cd2ec38da08c4566fd9eaa6964f58ba9c776d06bf4a1c000fb3da0a6a412b,True
398,zimlex-2022-8b18c0bff18c2941014c,Radhu v Radhu (nee Chiwara) (59 of 2022) [2022] ZWMSVHC 59 (27 July 2022) Copy.docx,law_report_draft,High Court,HMA 59-22,,0,bebddae5e9abe3b029c72251ff209700d366e548044f4b2b64a135cc7aeada0a,3542688752c6907243fe955d6bdb71a3edea880a075e79004962951549ee065e,True
399,zimlex-2022-4d9d9a12976e1cfcd260,S v Pedzisai (60 of 2022) [2022] ZWMSVHC 60 (28 July 2022) Copy.docx,law_report_draft,High Court,HMA 60-22,,0,e8417c1ea43948eeedde82d5949c660ecb81175e6f4a5379da65bede0eda21a0,00b6b6ce5ff553d1c060c7b38693f920df894252ae43d73d568d3f76099ae4bf,True
400,zimlex-2022-609350c3e915c40f1b34,Mhere v Matenhese N.O and 2 Others (62 of 2022) [2022] ZWMSVHC 62 (7 September 2022) Copy.docx,law_report_draft,High Court,HMA 62-22,,0,cd8a97c67f0b7557796aeed05fca5a65e555764d737345a1413ef5d7bddb2f1c,ff646c6a159f85dc28251ba918f2d3eeccad3d46d891f89a88be740d7cde862c,True
401,zimlex-2022-9468d92424aa6cb08d4d,Jakamoko Investments (Pvt) Ltd v De Bruyn (67 of 2022) [2022] ZWMSVHC 67 (28 September 2022) Copy.docx,law_report_draft,High Court,HMA 67-22,,0,de2e1ff0eadbaf5c24359aee6c41b56554ec9dea2b8720da9a47aa4c81de67c4,20d2d86f90552525c0f1d2a266222e45f595663b1f1875be2e7cd20ea1ceed83,True
402,zimlex-2022-2d3c6e92db0649022dc4,Mahakute v Equistruct (Private) Limited t_a ICP Farming and Another (7 of 2022) [2022] ZWMSVHC 7 (14 February 2022) Copy.docx,law_report_draft,High Court,HMA 7-22,,0,3c68ba1d3c28ffb9707c58cc7b52619d78efc17d5f8b7891dc704c79115e7b30,b9cbf3bdc926e11f464d6baa9d6a5cd261bdf5a9f4466a44e4b335b66686cb49,True
403,zimlex-2022-1793f9e309d817611333,Prosecutor General Zimbabwe v Chitungo (7 of 2022) [2022] ZWMTHC 7 (9 February 2022) Copy.docx,law_report_draft,High Court,HMT 7-22,,0,74ef47ee7527dfe33179c021be3320a798f4b1391b80e2268eee70483a9ed282,6bb946fa3eb19009bb3318a6054fdb9b9b04a16c721c1f33b102b960f6a8f429,True
404,zimlex-2022-234d41160b180bf2cce4,SC 61 - 22 BDO CHARTERED ACCOUNTANTS V ROBIN VELA & ANOR.docx,law_report_draft,Supreme Court,JUDGMENT. SC 61/22,,0,1be7a52cfef6e2826d931806ea3818bcef93129586cc8af4c8a6d0019517aab6,1eefda284dd03c66387abeca04b01177c03d0efd0d0f66502eb675afd6beec99,True
405,zimlex-2022-8b8633a2dfa0f724c43c,SC 104 - 22 STEVEN MUSIMIKE vs THE STATE.docx,law_report_draft,Supreme Court,Judgement No. SC 104/22,,0,1358d69a1331614e49afc9fdc3cef53c4e52ec7e33477c897681cd235d8a0023,1797476ddff1f71d9c47f721be7d6c6e8b7a6dc5cc60103a3ff1b11884d08810,True
406,zimlex-2022-441c1af3bd4687d05ae1,SC 30 - 22 Riozim v Maranatha Ferro Chrome and Another.docx,law_report_draft,Supreme Court,Judgement No. SC 30/22,,0,8cc822acd40f20951315fc981b99cd6d6b74929445af9eb943f9e911d82845bd,20d3cf30fd3791093e4efef5a6575fb35dee32099a7812787973c517ccd6a10c,True
407,zimlex-2022-a51475d144063b75aac8,SC 53 - 22 Tendai Bonde v National Foods.docx,law_report_draft,Supreme Court,Judgment No SC 53 /22,,0,489278968572a006e1f549bcdfd073fa35c92d1ecbe8289994079c787314f6cf,8a84751d94ff3f48ea13a0c5e4a1ff7962ede999e606ab902bfe09ab297b02bb,True
408,zimlex-2022-4330aefbe9cd3a8be00d,SC 83 - 22 BARON DUBE v THE STATE.docx,law_report_draft,Supreme Court,Judgment No SC 83/22,,0,615a3717794e07bc261f9d86b0b872f0cd6bb28e09efa5945ba63c29c2787551,ec7a92da94f78b00ffab9b1a23c2dd4d6aa14178275190bfda52e8b152db225d,True
409,zimlex-2022-ad15a7a6ce4b3641eb3c,SC 86 - 22 CITY OF HARARE v EVERISTO MUNGATE.docx,law_report_draft,Supreme Court,Judgment No SC 86 /22,,0,c2aad866be6863080114763213516353641e987d700c8749a7b8d857539a8c70,461621f15c61e6ff6f7bc6b90c733df84c1369be223f7167156283d17101fca6,True
410,zimlex-2022-18cfc5e2778e678d701d,SC 68 - 22 Muchaneta Theodora Chimbandi v Mabel Canvas (Private) Limited (2).docx,excluded,Supreme Court,Judgment No. 68/22,,0,cbf8e282a4162d7e83197284fa2a74136aceae0077dc40503def4825bbe37bca,d606a9d9456ee1a0a328fe64c8685204c534408263834449294ce30ba67b1004,True
411,zimlex-2022-e6309a35ab650e41bab6,SC 1 - 22 FRANCIS BERE v JSC(1).docx,law_report_draft,Supreme Court,Judgment No. SC 1/22,,0,772f5bd775a21c74ea1a02ccbca4aae0ea4decf47fbd02d117ff97d83c32dd3e,1b0b74199e434d74f5c7afb59ac313e6076de2aad659ad25512e96c0485b7563,True
412,zimlex-2022-ab195b8600534ccb9797,SC 10 -22 ROBERT M GUMBURA AND 6 OTHERS VS FRANCIS MAPFUMO NO(1).docx,excluded,Supreme Court,Judgment No. SC 10/22,,0,62d27034d0955af3bd2e646afdc0b769d17ff2a1602709feefe6f5747bad28f7,b3d456524c06b863bbaeddb64e1f17e8ca12e4933cf18431510f4e3f79069b20,True
413,zimlex-2022-83e6262efbe482ba2c1e,SC 100 - 22 Updated Zimbabwe Sugar Sales judgment 4 August 22.doc,excluded,Supreme Court,Judgment No. SC 100/22,,0,44598fb9c4f32780efa610e6f9bbf52f346794d85de6483632ac247eb84c3f7b,8f69d3e9c57ceff7690f36a5d2059930e45dae941eb7ebcc2015665618de78e4,True
414,zimlex-2022-f45bc4bfa3128d24c473,"SC 101 - 22 Master of the High Court vs David Takaendesa and 5 Ors consolidated appeals, draft judgment.docx",law_report_draft,Supreme Court,Judgment No. SC 101/22,,0,c814865f82930ed8419547ab59f1252adda3eabc695739b7a3f43026701c8345,3fd4481555d7e94686662b94a1ea79910d727280cfc3a2667afebf443c1bb843,True
415,zimlex-2022-bae7bdfe131e623a1a19,SC 102 - 22 SAMANTHA NHENGE vs ANDREW ZIGORA AND REGISTRAR OF DEEDS.docx,law_report_draft,Supreme Court,Judgment No. SC 102/22,,0,f2abf8f68ecd208836ec07bca2ed1f2cb2f579503640fdf9edb6a72957613923,524e2684914bed960d1df3991498a04fb8ccd0d8ec98b18974413f6f3ddbfa77,True
416,zimlex-2022-6daac7c92d23c478d276,SC 103 - 22 Benson Makachi and 7 vs Evangelic Church of Zimbabwe.doc,excluded,Supreme Court,Judgment No. SC 103/22,,0,e0053214a26148cc3949a507a35c7ac4605177d06231bb24147fcecb04bd2586,71ffa706e02f8d329a4944156ddd88ca9275d452dbbcc464a93252433f118328,True
417,zimlex-2022-241fdc45dfba98698e50,SC 105 - 22 Medson Mpofu vs NASSA.docx,excluded,Supreme Court,Judgment No. SC 105/22,,0,926dc5f9ed826d336b85494c68f5b53d688f69c6db9bf69697f8f103afa810cc,aacc12a93123fab1cf188791d203a10cd2101ff82c97dfeb265e1e7015f61e47,True
418,zimlex-2022-a2dd829f3d1788a4def1,SC 106 - 22 ROLEN TRADING (PVT) LTD v PARKSIDE HOLDIINGS (PVT) LTD CASE NO. SC 292.13.docx,law_report_draft,Supreme Court,Judgment No. SC 106/22,,0,ad44ef1c3a0fdd3e77bb216ee896aa39ff1a27b393db3ca7904cdf1c683d4c61,dacf5601337c8bf89934216ac1ebefd56c522042001b370b16209626328d642e,True
419,zimlex-2022-c717a0e1b86e00d4c248,SC 108 - 22 ALPHONSE MUSHANAWANI  VS THE STATE.docx,law_report_draft,Supreme Court,Judgment No. SC 108/22,,0,f7e24c34e7c4e830c1be5cc6213095c00c7229607f074a25d886ac187c2bd44b,bf642892d0296b9079f5ff39f5fc24e97b308ce51d514ab4ba77d7ed0f23e642,True
420,zimlex-2022-ee3c9e5d12499888c2f9,SC 109 - 22 Rita mbatha FINAL JUDGMENT.docx,law_report_draft,Supreme Court,Judgment No. SC 109/22,,0,343ff006e1b1213f950c8cc22df96c3814bd389f85ed3349b63e1bb6c800fac9,6491f3f0b38e111eabb3e3d464e297e09b4d6463b5c2cf503109a3ab98f86277,True
421,zimlex-2022-045133dc7069efc570a2,SC 11 - 22 ZACC v MANGWIRO & ANOR.docx,excluded,Supreme Court,Judgment No. SC 11/2022,,0,0ec0331300df7cdce1695d8bfc0f14516a06aab39a086726fed586ab75d1704a,0d33c3d6427699f236350ad02217f08174ef18a323c605fd8a35bb1867532569,True
422,zimlex-2022-7fb245962057d06109ee,SC 110 - 22 CONSTRUCTION RESOURCES AFRICA (PVT) LTD vs CENTRAL AFRICAN BUILDING CONSTRUCTION.docx,law_report_draft,Supreme Court,Judgment No. SC 110/22,,0,1cb982cd94fe3ddfb28d88944e7394acc1b489ae2bfa33dafe06f9767102f951,551dce90e9b8cf0f21730ec527c4a6125d52c8b36a41d4df37f8445d3765e4f7,True
423,zimlex-2022-1f8d2123404de8a04ddd,SC 111 - 22 RONALD MADHARA V FIDELITY PRINTERS & REFINERS.docx,excluded,Supreme Court,Judgment No. SC 111/22,,0,b0547231647adc787ce9b9f98ecd1554dc637719568b0d56f3e4ba92e75e9dd9,535bcd8ab9943b896dfefeb2fc37de6d4dbd9bb99bdc108f99ba205eced75b86,True
424,zimlex-2022-3e3a6c07d5bc32fd4b8d,SC 112 - 22 Benjamin  Rukanda and Ors v Registrar of SC and ors.docx,law_report_draft,Supreme Court,Judgment No. SC 112/22,,0,a16ca43cf85e0f7c1153fe1e9401fe9a486c03f6090b4513a31ba5ce3236651f,6f0be31e0cdb72c1b2d9ea3506cd5c9c441c292f80da96ca4d083da611ec4ffb,True
425,zimlex-2022-fad620569a958c51f097,SC 113 - 22 ERICA NDEWERE v JSC.docx,law_report_draft,Supreme Court,Judgment No. SC 113/22,,0,a4450c7cd150e4478161eca6e96eddc07f5e606a82253892ba76193aa9b981a7,edbb942ad009759119fab7c495b65fb4356713165a56c614bcbc39ac00bdc5dd,True
426,zimlex-2022-9a43149084b81f81c33d,SC 114 - 22 OTILIA MASHOKO AND 5 ORS.docx,law_report_draft,Supreme Court,Judgment No. SC 114/22,,0,d01b8f414a0ba818f46547f5bf84081a6751745a18eb35db14021eb4d644e403,63fc0421fda23a2b502fcfef6ae6d57e2811e3bda265e2f0262f0cbcfa811369,True
427,zimlex-2022-a6f9e56ea70e4cff094f,SC 115 - 22 MOTA ENGENHARI CONSTRUCTION SA VS ZIMBABWE REVENUE AUTHORITY.docx,law_report_draft,Supreme Court,Judgment No. SC 115/22,,0,b264dbb5b47d64b94a0726163f8b5bf7423dd86bda1addece0cc3925e1a8ed1d,854336e61c0a4ea524605620bcf491a1b1129f4fd303c048fc17d428bc647ab4,True
428,zimlex-2022-738992583762705f226b,SC 116 - 22 Movement for Democratic Change and 2 Others v Tendai Muchekahanzu and 7 Others.docx,excluded,Supreme Court,Judgment No. SC 116/22,,0,69bdf6d7e690b4b664fb5c65ada558596bb0f52922b00333d5c2011cde365fc1,d84a484135449639c23b4d5d38fcab9b91d659551357bc84445d35ee891daf49,True
429,zimlex-2022-82376949b4885a72c426,SC 117 - 22 Bobby Dube and Others v TM Supermarkets(10).docx,law_report_draft,Supreme Court,Judgment No. SC 117/22,,0,871885052949aeaecccbd6a212e687bc74b05433d5888437a6a214ce537abf86,095adeb7c86879a813f4ae182c1fd68b248ba52901bc578e6ac18f10d9b19f20,True
430,zimlex-2022-ee5b6c111316ac081b3a,SC 118 - 22 Cassandra and Anor v Adlecraft(9).doc,law_report_draft,Supreme Court,Judgment No. SC 118/22,,0,e321ad16694485543227961884af15599b37d7e175ee239cbf890840c9a92fd8,b031ea06e816484f0aebc3e0e5e89896cfc3cc011181b8cce19293acdc0bb331,True
431,zimlex-2022-41d6323070809735ec97,SC 119 - 22 PHIBION GWATIDZO N.O vs WILLDALE LIMITED AND 2 OTHERS.docx,law_report_draft,Supreme Court,Judgment No. SC 119 /22,,0,c7b80c97b2f463962bbf25a975be5880c05a20183eebddb7d997062315f69191,4e765492e13eafb2b5e4aefc2154f59ede90ee9f85010b331c9e58a2887c7a3b,True
432,zimlex-2022-59ee2c18f35c653dad2a,SC 12 - 22 SIMON CHINGANGA vs MUNASHE SHAVA & 2 ORS.docx,manual_review,Supreme Court,Judgment No. SC 12/22,,0,6ba73035e955c46e3282242145fc65bfae480d8c70a1e618ec7bfe66c0f2d1e9,5808e1cada438fd958c855bdff58fe50f287ad5d0f6b08c0a5224728acfa1dc0,True
433,zimlex-2022-d07f5b882df1b35dcc59,SC 120 - 22 Suwisai Marume v Chinhoyi University of Technology.docx,law_report_draft,Supreme Court,Judgment No. SC 120/22,,0,2793c99687ba99c2e118cbca158fdae846e0cf85079f1af24583a1f4c4230a08,72f27865ddf5683dab7647168c209fb5848b524c011423fa34b038190d73c7eb,True
434,zimlex-2022-6dd48bbab59563291f7f,SC 121 - 22 Rita Marque Mbatha vs Vincent Ncube and Anor(1).docx,law_report_draft,Supreme Court,Judgment No. SC 121/22,,0,e12e61e3a0b7379e6750b6c18f2060e8e6a9a6cd333e93c77d56e5c362c3701f,547e0065949eee5fa5ef88db30288256b2fc56bb0b7c123dbeb18d1dc9259140,True
435,zimlex-2022-3e7ed40927056463757e,SC 122 - 22 CONSTANCE DLAMINI vs SIMELA DUBE.docx,excluded,Supreme Court,Judgment No. SC 122/22,,0,06ceb16b0f6f19acaf0f88ee69a215c35e88bfb85d8c476abe84b1c8d3340fed,a632a1814d07312e40d716a0eb6b9927f46edafb9f7d5867e2378f8b12430165,True
436,zimlex-2022-2071df4c94e68444bb92,SC 13 - 22 In re the Malilangwe Trust.docx,excluded,Supreme Court,Judgment No. SC 13/22,,0,5173379d152cf9dc80eb84e27a399167f0678af81c34efb4508cae614e1859cb,25a55752342f44d483b042612620fc04d279a8275c9c83595b463f6807d1a8c5,True
437,zimlex-2022-1b66e3e04b2008471790,SC 14 - 22 CRISPEN VUNDLA & ANOR v INNSCOR AFRICA BREAD &ANOR.docx,excluded,Supreme Court,Judgment No. SC 14/22,,0,66ee5517a877ca9ce44973ac3579878329a6bf36646cb53536960124a580c763,0d697fdd293e59422226879f5a53202900b0fab34f949908ed9af26d0975c7f7,True
438,zimlex-2022-fcf01d26b1c042908d80,SC 15 - 22 UNKI MINE DRAFT JUDGMENT FINAL.docx,law_report_draft,Supreme Court,Judgment No. SC 15/22,,0,3c1b1c41fd4421f93afd8416b3cff63ea01823faccc7d508a086674851c0042b,1a50c1de77937632912df9602dfc3a9a9ed795c4239cc2ee98abac39bc818c3e,True
439,zimlex-2022-d6c134632d151b78a205,SC 16 - 22 CHURCH OF GOD (INTERNATIONAL) V CHURCH OF GOD PROPHECY AND 8 ORS. (2).docx,excluded,Supreme Court,Judgment No. SC 16/22,,0,79f7d7db7f8b0ebe9d6d18f07cf15f085b1be2018fd1babde154525667c07f5a,c7a5f2824cbb193bf889dcd2ad092d4a727c60a02da7cabd4f26576598535b22,True
440,zimlex-2022-7be6f40d622dbfd224fd,SC 17 - 22 CFI HOLDINGS V PEGGY RAMBANAPASI.rtf,excluded,Supreme Court,Judgment No. SC 17/22,,0,e6fecfca73f1841e3497d9436ab1228295673048e14e1ad31ab426aa97705cb5,6419acae2538ec507de3ff95137651c4bf69f7ca9a058326319c293b52b15a55,True
441,zimlex-2022-7ee2d7c6ae6c9dd3b0ed,SC 18 - 21 TAFADZWA MUSARARA vs ZIMRA Extempore judgment.docx,excluded,Supreme Court,Judgment No. SC 18/22,,0,0c3e1a3fcadd584ab9a17d1a101b199fd4376ac9902c430cbd02513e2f180552,bec9dce43936a04e62c501029710dfb0ea7873393c3360be648d595bc38677e9,True
442,zimlex-2022-0eeb7ffd62ced3f65d08,SC 19 - 22 KUDZAI MWAKUTUYA MUBAIWA VS GAINMORE MUBAIWA.docx,excluded,Supreme Court,Judgment No. SC 19/22,,0,415468b88a26e08b57ebf695761b13700e65d155a5e1a2f3ebb824663453aa1c,bfe94cccdbc7f2529a8a95c868a9b6ea1abe10afb86c77e1d4316f2176970874,True
443,zimlex-2022-35727c157c03569c3238,SC 2 - 22 SUNKO (MAURITIUS) & ANOR vs VERSAPAK HOLDINGS & ANOR(1).docx,excluded,Supreme Court,Judgment No. SC 2/22,,0,a3a05f43c44104760a94a5efb38565f50f043fa29b50c6ac9dd18c7d83d2d08e,fff01303dbe0c2a96e9bc7a94cdac412924575d0e9f26118f9b430081f6a853a,True
444,zimlex-2022-0fc49d413ed109048c11,SC 20 - 22 NASSA vs HOUSING COOPERATION ZIMBABWE.docx,excluded,Supreme Court,Judgment No. SC 20/22,,0,461379bef76f0064493b9ff4e7761fd231f429560f8cc723b74d7ccdfaba8787,65225637f3ba91d137efe569388fd1b73641138d83766f12a5fd97ba9c1a79bd,True
445,zimlex-2022-3e113d27798d9adf35ae,SC 23 - 22 RIOZIM LIMITED vs NIGEL DIXON - WARREN N.O - musakwa.doc,excluded,Supreme Court,Judgment No. SC 23/22,,0,bbf4a1804b64c4aeaad322d107066b5f8f2ef4b836cb5e748412ac5fc4c8b698,075b7eb4763427374a0ec7aaa7159a872d04f4c753df0fa0a4bc19fe43af2529,True
446,zimlex-2022-9ee04ca9df924fd643b3,SC 24 - 22 BARIADIE     INVESTMENTS VS  CHIUTSI circulation copy.docx,law_report_draft,Supreme Court,Judgment No. SC 24 /22,,0,91695218bfd50dee2d773e0cf79a66628099ff95e961e3fc2c61abd526aa624c,9148ae2ecd296f71121b96d425e77972e784e3d411efcc5157df0233a102e3bd,True
447,zimlex-2022-617ca9a6843951dcb6b0,SC 25 - 22 Elliot Rodgers v Puwayi Chiutsi Circulation copy.docx,law_report_draft,Supreme Court,Judgment No. SC 25 /22,,0,37d4ca2ed9f687569317e27e01cbace5b6ccbb5fa811a51e0e260cb9b4d598e7,20efce5fe517e8d0f2cd0535f11bce1de73beb81ed5be8527b864acb1d944c34,True
448,zimlex-2022-c272d429dafc8f1e77ea,SC 26 - 22 A. RAZIYA KAZI B. TOUKIL MUNIR KAZI  v THE SHERIFF OF ZIMBABWE AND ANOR - SC 195-19 & SC 196-19.docx,excluded,Supreme Court,Judgment No. SC 26/22,,0,57c18c25ae1a08322beb7ecdc10de8a61321608aff7784e33cba07ae20644d00,cfb9845d9cde405157252569b0c024ab7d4478697edb81c6b2a0fcc11dab70cf,True
449,zimlex-2022-9d3a55273fc54921c1b6,SC 27 - 22 ZIMBABWE CRICKET v HARARE SPORTS CLUB AND ANOR - SC 343-19.docx,excluded,Supreme Court,Judgment No. SC 27/22,,0,5e0866c7b1ac3e45c999535558e7eb9c208c2d71bb1cde4bb0863fb7afdc9014,cf669d8fbf3675641ddde2b1961e500e6a6c1ad754910d607cb8a87298db4b8a,True
450,zimlex-2022-427a924eb5798760e79f,SC 28 - 22 RIOZIM (PVT) LTD v FALCON RESOURCES (PVT) LTD & ANOR - SC 169-20.docx,excluded,Supreme Court,Judgment No. SC 28/22,,0,819c9c783ab46950685c9e285a1dedff758f127e36ffc16e670b4cd778744748,c64870349511ede87b46a9ea3550ed7472e944f74583e5ff629951364fe02a7a,True
451,zimlex-2022-9849d8e8302a6ba99078,SC 29 - 22 TECHNOIMPEX JSC vs RAJENDRAKUMAH JOGI & 4 ORS.docx,law_report_draft,Supreme Court,Judgment No. SC 29/22,,0,cec28c50b2ffd77ec2b4dbabcaaad8c6145a9e626ef70e55c61a3c091228c849,20bb9f916e010684da90260fa446f65bfdfc2c568980d86ead1175b8c54d03fc,True
452,zimlex-2022-f624332f5b2b76911ef1,SC 31 - 22 NMB BANK LIMITED vs FORMSCAFF PVT & 6 ORS.docx,excluded,Supreme Court,Judgment No. SC 31/22,,0,0aac6008817fa023273494e4d1a0128dc3979124ed77a040108931f9816d687f,eb3a35f26d5ab2d26f30eacb529089db42487e471ea106dbd1b812e0f72c5ac8,True
453,zimlex-2022-629d667948460dadd530,SC 32 - 22 CUTHBERT DUBE vs PSMAS & ANOR.docx,law_report_draft,Supreme Court,Judgment No. SC 32/22,,0,134bb15cd6f165ebe1947a88c78f59fe60f1fe176b691af70e82413990cb38c8,556351bdd7ad2ea467d53696c9bf4e7f697b211e9db651fc76eebedc71122720,True
454,zimlex-2022-2b19366e9d10d56bbf00,SC 33 - 22 ZIMRA VERSUS CONWAL CHEMICALS RULING.docx,excluded,Supreme Court,Judgment No. SC 33/22,,0,54b1b5ce00f8da876288dae66a10009a0ff30c801a41a3de4b64439bbbf13a5d,733f113b7c1077257a371ad7e0f43c6ccecd58530a7edbdf4b06ae655dcf8750,True
455,zimlex-2022-b49c55e9c359d6fff33d,SC 34 - 22 NICHOLAS MUKARATI VS PIONEER COACHES PVT LTD.docx,law_report_draft,Supreme Court,Judgment No. SC 34/22,,0,769019e9863f86598e98ffa59aa0a8f2d75352b3909ba843c5571d799ba2c28c,18935fa376879aa7d2d1064a00b5c266c01de31a5f6d0925eaf0d42293f2f8be,True
456,zimlex-2022-1613215c441ab6ce12c2,SC 35 - 22 JOHN BASERA vs THE REGISTRAR OF SUPREME COURT & 3 ORS.docx,law_report_draft,Supreme Court,Judgment No. SC 35/22,,0,03225cbf510e7c69a980bec3180fae0dfa21f4595432336a933110a97eab9908,abd28efffdd5dcd6502fe5d3a7c7c0b0fccde8ef7ea3b7b1a6e20dba186bef70,True
457,zimlex-2022-34a4ac37101c99526ec1,SC 36 - 22 CLEVER NJOVANA vs KUDAKWASHE KARAGA.docx,excluded,Supreme Court,Judgment No. SC 36/22,,0,4ef732721811755b71cd1eb7a3e3215d9cec37b4829d6ad3b5c5c899cafbd2c1,38a9a650f06462a189438771089c0fbc1c03a6059fbd81fddb9f98dbb8e78f86,True
458,zimlex-2022-02fb20385a171743f900,SC 39 - 22 MASIMBA CHARITY HUNI FUELS VS NATHAN AMOS KADURIRA AND ANOTHER - Copy(1).docx,law_report_draft,Supreme Court,Judgment No. SC 39/22,,0,03d7ffa9e28f5bbecccb75774228c90b8601666ef3506cb3749ce331cab65b30,f8a645dd51205193ffeb264be3eb9b2caadf979fd73c54c9a3d20f79716b59bd,True
459,zimlex-2022-e82822ddb3cf25fa0c44,SC 4 - 22 Judgment Homelink v Clever Maputseni(1).docx,excluded,Supreme Court,Judgment No. SC 4/22,,0,9ef908f5bd2b161fdf4bfc33ec6fdf46240471b7d8742bfba77975a64d9a3f90,16995f5d8de2b2c3b711af1d1983b39aadc4f954476deca8121462e7814ff18f,True
460,zimlex-2022-0bede8b11f01e0b8e5f4,SC 40 - 22 MEDICAL PROFESSIONAL AND ALLIED WORKERS UNION AND 3 ORS VS JULIET CHIRENJE & 4 ORS.doc,excluded,Supreme Court,Judgment No. SC 40/22,,0,730109a58531b15a3754445e6fe6436ba987b94394489a7b1ae0b0f54cac5f06,c49b49961344878abaf1a7c96e147f4445a415640aef58e810d0b826b12431bb,True
461,zimlex-2022-d92fce1af65efab7daf0,SC 41 - 22 H J VOSTER v save safari final.docx,manual_review,Supreme Court,Judgment No. SC 41/22,,0,400f471fafcb81096ca464c4fe9ce2f4b91e90094c9deafee7d3773d777eee5e,e321189432d7af5f824b6762b469606944c53c2321d7523b6a91fa9602ea4440,True
462,zimlex-2022-3ad7d0839496b3956e8a,SC 42 - 22 INGALULU INVESTMENTS & ANOR v NRZ& ANOR.docx,manual_review,Supreme Court,Judgment No. SC 42/22,,0,eb8e198925a83ac028f25b04df5c8c5e09ee8ceefc3a204d76860ccbf52e96e4,e49be8ddc420c879f4e1184e4707ffb04a5fcf80a6021a16dd494ef7712d7b66,True
463,zimlex-2022-e467c9d20cb230028d17,SC 43 - 22 LEGACY HOSPITALITY MANAGEMENT SERVICES LTD vs AFRICAN SUN LIMITED & ANOR.docx,law_report_draft,Supreme Court,Judgment No. SC 43/22,filled:approval_status:derived_from_law_report_draft,1,4d677ff51b59948146cc5bd015e2d3bc42812f3a863e14f2edf1a1aefc53ee0f,27e3efd7f3ed6f15ca2eb60033ac193d05325a236ed4f7645a92e97b10ffb22a,True
464,zimlex-2022-fa6fdbfcc88a79d45087,SC 44 - 22 ZIMRA    vs   F C PLATINUM.docx,law_report_draft,Supreme Court,Judgment No. SC 44/22,filled:approval_status:derived_from_law_report_draft,1,b251106f7b0471af22a37a5412c35a86051dae4eb031a922a2456449e9628121,2d6ba85b258570024da32cfa894f110e96a4b3f7cf6a36934d669ece3e34a17b,True
465,zimlex-2022-87e7d558f5f5ed5f1011,SC 45 - 22 RUTSATE RUTSATE v NDAVENI WEDZERAI & ORS DRAFT JUDGMENT.docx,law_report_draft,Supreme Court,Judgment No. SC 45/22,filled:approval_status:derived_from_law_report_draft,1,87d1b67f0e4029fa27b794216f14a825ebb0a68451e065e6524ee75c566cf85d,664059c8af76d9fb060551f6b5d319b1ec044db33517de7d2a91342de9677334,True
466,zimlex-2022-50298ec31d2dbbb98365,SC 46 - 22Nesbert Mukora & Anor vs Fishrod Investments (Pvt) Ltd & Ors.docx,manual_review,Supreme Court,Judgment No. SC 46/22,,0,f134dea43221f48fbd27214cbca2c5b31d5b13cc89067b12c7a6dfa49c7dce87,7dd567ed41c8029d065b174438355d36e9499394d02e5045ca9674604ef8dcb6,True
467,zimlex-2022-fcee205d698ce5a07f22,SC 47 - 22 ISMAIL MOOSA LUNAT v MOHAMMED PATEL.docx,law_report_draft,Supreme Court,Judgment No. SC 47/22,filled:approval_status:derived_from_law_report_draft,1,3ddee050310a864d068bf595c9a900aab4f6d77b1bf31d72ce837262907c17b2,399c26001701bbb9b810be220e271a8ec3207d0c62ead5d254ca3bfddf391ad4,True
468,zimlex-2022-2d912c702faf920d62a4,SC 48 - 22 Lipani Doubt Maphosa vs Chiedza Maphosa(Nee Mawere).docx,manual_review,Supreme Court,Judgment No. SC 48/22,,0,c3995b92fb42a38ba51f5334b6f0f571351a790154ea627b7ee683949ef828ac,212f6ef5cfb61a3fd897ad86fc744806a0dd51fe0caf3d4020b090eb6706868a,True
469,zimlex-2022-5b4a3c19fed56f9746c2,SC 49 - 22 NGWARU MASANZA & ANOR  vs  LUKE RWAFA & 2 ORS.docx,manual_review,Supreme Court,Judgment No. SC 49/22,,0,0cb26acbac6945a284d938beecb6238074421e0b000265748e97f42f9bec0cc0,02a3db32c45af8fa05238def5a59b981544ef420d36aa7b5f0bc871c549e1e51,True
470,zimlex-2022-dc9d8e93b86aa3665432,SC 5 - 22 CUTHBERT ELKANA DUBE vs PREMIUM SERVICE MEDICAL AID SOCIETY(1).docx,excluded,Supreme Court,Judgment No. SC 5/22,,0,1367593bbf079da27ef59b56668367d9039eb8dcc9956eda5c3ebed0e8e9736e,a394c6882ed791fd3223c6b69715e1d371ffc8a3162c44bd3b49e4634ccc5f55,True
471,zimlex-2022-fafe9980617a0e35012b,SC 50 - 22 Lonrho Logistics Pvt Ltd  vs  Ram Petroleum Pvt Ltd.docx,law_report_draft,Supreme Court,Judgment No. SC 50/22,filled:approval_status:derived_from_law_report_draft,1,6fb416ddd2bed98d30be5222709f71d5238abb25c72e1cbbeb5beab2a1bdb6f6,92d91e964ae50a650667d09526436d110f68bfbf051186b25a4c791b0385c8b0,True
