dataset_row_number,record_id,document_name,record_type,court_family,judgment_number,actions,substantive_action_count,old_record_sha256,new_record_sha256,hash_refreshed
129,zimlex-2022-73417cd8817fa9b687b8,Ruzvidzo v Mandizvidza and 7 Others (8 of 2022) [2022] ZWHHC 8 (6 January 2022) Copy.docx,law_report_draft,High Court,HH 09/2011,,0,0f59a7e2c7b7c259a9fa4b1d25cb66d4959f383d04362eb54fbb2ee7c0eb2569,f1b09b69e727eb91196acdd3ab9b2b238ceb1f59d97ce89c8636032917812936,True
130,zimlex-2022-a7b72ec72b9e29d438c7,E (Private) Limited v ZIMRA (10 of 2022) [2022] ZWHHC 10 (6 January 2022) Copy(1).docx,law_report_draft,High Court,HH 10-22,,0,ab47672ef5dd0d3be62507b2e96c933f33f6556ac2a4f0f9718c514cb47d4a92,9a0e09caacdb436ee66285d0aaac7508c2c49a853500b76cd06705d5ce7e48c9,True
131,zimlex-2022-16ada4c346d265f35dfc,G (Private) Limited v ZIMRA (11 of 2022) [2022] ZWHHC 11 (6 January 2022) Copy(1).docx,law_report_draft,High Court,HH 11-22,,0,2f5cf56fb82f9e3028e4ac628f3ff017b5a2ad97fbaeb28ef9bbb9dd9cf9ccc3,c08573f1224ae421673252ff43523b90498320156ee8f643144cbcf305d3e677,True
132,zimlex-2022-129d0445fd88a7f956b4,S v Kambudzi (111 of 2023) [2022] ZWHHC 111 (25 November 2022) Copy.docx,law_report_draft,High Court,HH 111-23,,0,e924060bf8ea7a1e50f09f739131db1973ae94d397b1ecb36dfe5b6263e54d02,be5b0e9cb6febca2626cf55a2b1b88fc53c2ef9e2d761fe843ac5a12f882ec4c,True
133,zimlex-2022-2fd5f1c6af52d20f6482,Discovery Foods (Pvt) Limited and Another v Makamure and Another (114 of 2023) [2022] ZWHHC 2023 (15 August 2022) Copy.docx,law_report_draft,High Court,HH 114-23,,0,a23baa85c0d05b7067474073e785154e6ef08073e256bf19ba375591f6cf8fe5,804f9d5921a8d5cad246d678f0af19812fbfcefc40840985ecb509c049e31fab,True
134,zimlex-2022-de6abcb4751383ea5784,ZIED69~1.DOC,law_report_draft,High Court,HH 118/22,,0,7cf5ed47375b59d0b1f66ee3120f9ff4fae803e5ae1276293fc73db3547a2944,fe095df4ec273e7ed039a508be141ffe8f0e3779b0f61ae6ab416826ebadaf52,True
135,zimlex-2022-ebb10c8cb29ae78086f6,AMALEM~1(1).DOC,law_report_draft,High Court,HH 120-23,,0,4590d12adf11032175900a34e927ee4789b1192cc213af9118c7b09619d78c56,fa1ad3d216b04d455ee51520fba966b5d16eac6a848fd30c1469bbf45054614a,True
136,zimlex-2022-54bcecfc937d2c836e4c,Marisa and 4 Others Marisa and 4 Others (121 of 2023) [2022] ZWHHC 121 (12 October 2022) Copy.docx,law_report_draft,High Court,HH 121-23,,0,e0fb0c3a21a7dee752cfa48554f3db4b2a7f1dc8e78baeb66ef5aa4872bce22a,b972ba550a273ca2e8285af74a24a3e2e421f26d9b1b3e2ab018059acd7c0659,True
137,zimlex-2022-8b8e603fd6f605cb2ac6,Sivan v Dera N.O and 3 Others (13 of 2022) [2022] ZWHHC 13 (12 January 2022) Copy(1).docx,law_report_draft,High Court,HH 13-22,,0,ca4891f40b0359183960b5b0a6e590b1cdb01fc7793c5d331e2a35a88bd81c5e,d4bd5b79d3ce9df53a067ce82dfc8a81fc9dcd899686e028d852dc5f77637b7b,True
138,zimlex-2022-6304bcea0c16d203f1c6,S v Chimwalila (138 of 2024) [2022] ZWHHC 138 (26 September 2022) Copy.docx,law_report_draft,High Court,HH 138-24,,0,acf822a281078091a143ee460cf03a36524aaffe1351bc8987df3d6563ba9fc9,66244df5e9f4df7cc7c2dd464588824fc2812bc8562f61ff60266effc3518cbf,True
139,zimlex-2022-eadf157c3bac42509282,SD Mining Syndicate v Nyevera and 3 Others (16 of 2022) [2022] ZWHHC 16 (12 January 2022) Copy.docx,law_report_draft,High Court,HH 16-22,,0,aab594329b2732929c40c9243579bc18f243f6e91390e4cf535fbd5442407874,bc1bf9bf4fd60d010f99e60931912148002b35aab84810a907eb1dc9a29e0069,True
140,zimlex-2022-ddd3a66560965de52e47,Marimo v Mtombeni N.O and Another (162 of 2023) [2022] ZWHHC 2033 (11 October 2022) Copy.docx,law_report_draft,High Court,HH 162-23,,0,1d0e52c3098ddb30ca407cd976e18f410e00029be03e22b29931a50a8c8f01a2,bd651f06e222eb92f97872e16ee1f6cdf957d8cad3eeb6ea873a07cc0f6f7559,True
141,zimlex-2022-345de4c20250c6d63d65,APOSTO~3(1).DOC,law_report_draft,High Court,HH 168-23,,0,9f4633eb1e2c27b0cd1f000559e8868de0636fa94144cbd55515c091edd2032f,a3982d23704a56355ee218d996e8bec3cc21b1ceb9398b5c2dfc5180f4a6ef12,True
142,zimlex-2022-4264e45d30149626794f,Bowes (nee Scionning) v Bowes (17 of 2022) [2022] ZWHHC 19 (19 January 2022) Copy.docx,law_report_draft,High Court,HH 17-22,,0,037f122f571eb404c3e27e8b17b5dd2f2d77b22c712ef1e90f153f033833a6be,0cbf0d3ec913c7aab0d940fc87d2491e7e8b87417c0c9da8e4ebae420787cca7,True
143,zimlex-2022-0182fa8441f8201e5a31,Maswela N.O v The Master of the High Court and 2 Others (171 of 2022) [2022] ZWHHC 171 (3 March 2022) Copy.docx,law_report_draft,High Court,HH 171-20,,0,c5bdd968c0b4df7b5e190fbfabc4bb563a93a222656a6938e819c2da55559fa8,b9db2fb1f55df4e22f41addba4a75dcea63d7db8e8ba4c59912bc66503b70ec9,True
144,zimlex-2022-3a8824eb8a4cf8595757,Faith Ministries Church v Nhau and 2 Others (178 of 2022) [2022] ZWHHC 178 (18 March 2022) Copy(1).docx,law_report_draft,High Court,HH 178-22,,0,45cea5f932a0ac9a8324194e38d5114f5d5b0eb94241cffe732d30df0e23cbeb,b8fabd308e0623be3e708e9e36bb0b46fb1722dbb2199be79ccf6bfdaa7195fe,True
145,zimlex-2022-72e999b74f94cb6a454e,Gombe Holdings (Private) Limited and Another v Chitombo (18 of 2022) [2022] ZWHHC 18 (12 January 2022) Copy.docx,law_report_draft,High Court,HH 18-22,,0,f711cd1cfafb44b21840e924248ad315d3be2b9e48b12d9a71fa2e5d98fcace0,429f232a104629f61d3003d43d3a4e62d982ff9af5fad5e2541b7be3d270b113,True
146,zimlex-2022-ea83b10f52a6a8888f83,MARSHA~1.DOC,law_report_draft,High Court,HH 195-22,,0,0cdf56c3072aa8e3cc09e2e3773696c81e5c629ec5a073e0acfaca254db91ecd,eea8bbbf15d0f11d0f6b9c0d1f8b83f143e4a87f1f78261203c0c6fb59aaff7e,True
147,zimlex-2022-335572fbfa1b6803bf73,AFM v Chiangwa (21 of 2022) [2022] ZWHHC 21 (13 January 2022) Copy(1).docx,law_report_draft,High Court,HH 21-22,,0,46b0efb0c33887ecd72d898a72953029c0b5bb22061fd4ee7c7c87db7f3f04de,3e9a7ce708efaace963e81173a63c56eda39feb3cd662a9ce4733bc1a3e62b2f,True
148,zimlex-2022-436b5852bab13f1aeec8,Chiduku and 2 Others v Chiduku and 4 Others (214 of 2023) [2022] ZWHHC 2031 (22 December 2022) Copy(1).docx,law_report_draft,High Court,HH 214-23,,0,1875fa549afa343f1233f56513d79ce69d59bf71e93bcda1252199a31bf521ed,98e98552831bf0d29ec5373e7d7f63b97412544e78e346d7006a5d58625c45ca,True
149,zimlex-2022-c15eff56df08ba37c168,ZIMBAB~3.DOC,law_report_draft,High Court,HH 22-22,,0,a3d76ccc5db3e2e32b361f19c4d0e8842da3fdd9b6f7f70b39c533c2b8ec11f4,f537515f855c264a6a957d6a29782190785be9a6d6a7464e49d92d6d6448ad83,True
150,zimlex-2022-0ae222003b800d327c9c,S v Chitsungo (228 of 2023) [2022] ZWHHC 2030 (30 May 2022) Copy.docx,law_report_draft,High Court,HH 228-23,,0,4d0d600f8d9f644c095f43de04f7567b7e850ea3c49f1f48dd0d8fbd9f3964a7,0a02cc0ebafdef285a8614cbe743b94d6fee587888627ace324d172b54c11a60,True
151,zimlex-2022-2fd97ac3326ae7e66632,"Shava v President, Republic of Zimbabwe (23 of 2022) [2022] ZWHHC 23 (12 January 2022) Copy.docx",law_report_draft,High Court,HH 23-22,,0,4616b42e6cf6bc93af0306885cabeca4e8c38231e941fde606f1651d11a49ca0,aba9e281d869c08273a5a58b42e29d7c6b4029219d1852e3f2c0d68857ca067a,True
152,zimlex-2022-887d803116a512f544d4,S v Chikanga and Another (233 of 2022) [2022] ZWHHC 233 (5 April 2022) Copy.docx,law_report_draft,High Court,HH 233-22,,0,548e69ae83589088c898c1f84640c260a466c9bf7a3a673baa29cd07b8981285,10feceeb74dc1f2e7b0e15a597c54e32c9bdc17bf3d2b56f0a4dac27be7d24ba,True
153,zimlex-2022-f439958cbb777c85cf07,S v Muteve (234 of 2022) [2022] ZWHHC 234 (29 March 2022) Copy.docx,law_report_draft,High Court,HH 234-22,,0,65478e0f44534c9108db372ac1f26ccd7e99e3f60d0ee76dfe70101da0fe8ed3,7e77dedbfb1dfc45cf444d184b179ced82414ac8ef62db40d0ae6021ace09c73,True
154,zimlex-2022-1df5dcde7663babf47bc,Dahaw (Private) Limited and Another v Willdale Limited and 5 Others (235 of 2022) [2022] ZWHHC 235 (6 April 2022) Copy.docx,law_report_draft,High Court,HH 235-22,,0,10ef1ae4ac77d0a59ea066fdb822ecc229837eeb80b4bc1d36e29820e451ced0,907cf85286430003302c5197fb85d4ce0c940d063d37d2e44832558abd71121c,True
155,zimlex-2022-d5f5132bd93f5c72269e,Offer Sivani and Another v Shibtai and 2 Others (236 of 2022) [2022] ZWHHC 236 (7 April 2022) Copy(2).docx,law_report_draft,High Court,HH 236-22,,0,bdb14a152ba61304ee74ee87cc547754a0f9e09050246546bf7bbec8e5c2db05,be3ee43d93cca211188130683fc3b2957462ff63934ea03d4588c4238c3c558d,True
156,zimlex-2022-a46e01e1b5ac9dcf61ed,Du Toit v Mushambi and Another (237 of 2022) [2022] ZWHHC 237 (13 April 2022) Copy(1).docx,law_report_draft,High Court,HH 237-22,,0,83c72baeaacfae88ee6eb001b32c5a1ef6275405c9b254635fd7ec9fd694c22c,d32afa7eeefd705e58492ceddb0a7f9093f71d58cf06eb06a59d6c9facb0f49f,True
157,zimlex-2022-800fce8314c194b11847,Kanyekanye v Kanyekanye (Nee Sithole) (238 of 2022) [2022] ZWHHC 238 (14 April 2022) Copy.docx,law_report_draft,High Court,HH 238-22,,0,2118f0597c08ccd40f0c1f79931a83250d7179c53898800f61992c666e0a0047,698d1f0ad83ed7e7b10e891240d775430fbaf3a8bde78811dddadc4262406935,True
158,zimlex-2022-c4f3b5a9b68f82edba81,S v Jambo (239 of 2022) [2022] ZWHHC 239 (11 April 2022) Copy.docx,law_report_draft,High Court,HH 239-22,,0,a082b55f7af1418867359c14f70d0d795663afbf1b536e97ead2f6e7b5141048,6b7f84e323acd301eabd994eb592970ee9f46c9567d8aa826c8635d64f582264,True
159,zimlex-2022-12c3891842258dc023bf,NJANIK~1(2).DOC,law_report_draft,High Court,HH 24-22,,0,577a8a2493b8a008a0df52a467a69950eaf0282d0370af4664207cef629c37a7,15be2614b4fea4d4e3f22d0e96d3a7ce0a824d383d26d5746a6b4f581c6be5cd,True
160,zimlex-2022-2eb607e599f3cf2e343e,Craft v Craft nee Moss (241 of 2022) [2022] ZWHHC 241 (8 April 2022) Copy.docx,law_report_draft,High Court,HH 241-22,,0,b279c888f06ca6f2692e068b6a5a033c3fe29f9e1827af9c550e73b8e765889f,9c004f81d3ffbc0fb829fd0adf913a6df0133fb6ab5aa924b23d9896ff7280fb,True
161,zimlex-2022-310782edaf492d5c9e8c,Jivan v Salzman Et Cie SA and Another (242 of 2022) [2022] ZWHHC 242 (13 April 2022) Copy.docx,law_report_draft,High Court,HH 242-22,,0,65f287cb0f7431d22f1a60b00793a64ff3248edeef4f39719d762deb2348adf2,d758093546e905825a9b6a16dbf34036b76e8a0e83478615f75f642abb554431,True
162,zimlex-2022-c3c48035222686be50b9,S v Jose (243 of 2022) [2022] ZWHHC 243 (28 March 2022) Copy.docx,law_report_draft,High Court,HH 243-22,,0,5df068ac1390b38998d3484ee7851ab6c3f2b6fcafa3bda1fe99651e402c0998,b2f4e26a1aa228ce9edb09a8b70e16dc7d73ad2b74ba4b3794b5a3475d9f8cc3,True
163,zimlex-2022-c29aa76b962ad87058ca,Beauro Tech Investments Pvt Ltd t_a Trip Trans v Sanyanga and 2 Others (244 of 2022) [2022] ZWHHC 244 (30 March 2022) Copy.docx,law_report_draft,High Court,HH 244-22,,0,e3be458d5c7cd80618641d6f43c0af0162a3aface89374ca0a926068fd77c96c,bfe26650f8aeb7940e9eae45e2d73ed3d82151a07e4eb1460c2c583f4a32d9e4,True
164,zimlex-2022-6cdc63b298a8b4118d51,Tafeni v Gumbo; Gumbo v Tafeni (245 of 2022) [2022] ZWHHC 245 (13 April 2022) Copy(1).docx,law_report_draft,High Court,HH 245-22,,0,df3be4a09a1675faa1fd5c3895dcb080b8f1486d794dbea2ce1fd8d8938dfe1c,8a88075d245c37b0ec612fdec25425dec9e96e707e8c515c595a68608fec4b49,True
165,zimlex-2022-7722e558a57931776650,Katsimberis v Rwodzi N.O and Another (246 of 2022) [2022] ZWHHC 246 (13 April 2022) Copy(1).docx,law_report_draft,High Court,HH 246-22,,0,f783ee532f6fdd74d4dd33b67600039b4b5f7860ffd88cc6697e0d55be5f9059,a6cb24c261d469736a0c90b5139041a1fd9da40e494bb23bc9a09bc5bf27a5bf,True
166,zimlex-2022-c5f736c27cf0b33c5219,Dixson v Registrar of Deeds N.O and 2 Others (247 of 2022) [2022] ZWHHC 247 (14 April 2022) Copy(1).docx,law_report_draft,High Court,HH 247-22,,0,022d0eb04b1540758a2350d77811139d0ea3dbbf571b024c094a6f8afd535a08,f3ab1ec5792ad652c77dfd1f4cbb906dcf04fd14dd54b0cafe29e525117e8422,True
167,zimlex-2022-644b4c3f287cdab58908,Sithole v ZIMRA (248 of 2022) [2022] ZWHHC 248 (13 April 2022) Copy(1).docx,law_report_draft,High Court,HH 248-22,,0,a347a891201c147d4d2f03d70c56f92d79604406368bdd4232a1d0f5e688cc92,32f452199a73da095cf4beae79b880a6cf24eca326e764d6d26183a1d43c6701,True
168,zimlex-2022-3b853e4c26004ff1012c,Kangara v Kangara and 2 Others (25 of 2022) [2022] ZWHHC 25 (13 January 2022) Copy.docx,law_report_draft,High Court,HH 25-22,,0,2c8dd766674b6a15b811a1adcd60ae3e61fa7d034eccc61d6a44fdc24c083794,e7a0c031c2dde99a263a53ba23e363a596047f1b58d889a7cc51fe074e6c940a,True
169,zimlex-2022-b5a1250cf9c8558fddb7,Shaw and Another v Registrar General of Citizenship and 3 Others (250 of 2022) [2022] ZWHHC 250 (25 March 2022) Copy.docx,law_report_draft,High Court,HH 250-22,,0,e762dd8628a0166c6a4a1b58f18a129e2a16190b43b8a93e705d90235d7a9a6f,2e4864baef973271f22922b840e5bda1703bd9f1ff8252bb272933e52427effe,True
170,zimlex-2022-96b92a7d93b938ddcb2e,S v Chikanya (251 of 2022) [2022] ZWHHC 251 (1 April 2022) Copy.docx,law_report_draft,High Court,HH 251-22,,0,0b41302b62bbd1f53ef6147f1857fc63633dd789f8cbe1aa80f6f226a988b5c4,6f6b9bbe01a588c32f2c41d9b081fc9c8d88c9ed345ed14e64fbbaeeed3d3fd4,True
171,zimlex-2022-57075f7f8c15767f4d4b,ZIMRA v Arreta Chidodo (252 of 2022) [2022] ZWHHC 252 (20 April 2022) Copy.docx,law_report_draft,High Court,HH 252-22,,0,1f748288ba8b370d9a967f4c9eb1343e2e994b7fd18f971e2bb7e0e2f7a13c58,f160cbc6d43c08c141b8a967ec420aca19402b9bda7e6962ab5d46d9487078df,True
172,zimlex-2022-3a60df8c3d18600f4953,APOSTO~2(1).DOC,law_report_draft,High Court,HH 253-22,,0,5a22c0e274a6ff3ed7b81d42fcc31530ed1af0ee6d20e2a89f3a8eb84237445b,7498b00cf2ce990d7a194683ce369005e1b7a83b22f0215ca1a56963ce32f868,True
173,zimlex-2022-922b7e0a12ef2f5b85a6,APOSTO~1(2).DOC,law_report_draft,High Court,HH 254-22,,0,2d530a01d11f839cebc116d2c8b625952c2656d95deadfa45cfd7f9d43d9ed84,c0b5808063f5bebc777bd504d1015346fda9573498e3d03e9da070c33c9977ba,True
174,zimlex-2022-332f48b78a23770c71bf,Haisaid v Masomera and Others (HC 5914 of 2020) [2022] ZWHHC 255 (20 April 2022) Copy.docx,law_report_draft,High Court,HH 255-22,,0,f6c2aa13e05b732655b8fab1c20691e282e89fc0f3a8f0fa9266013dd0b7647f,eb7c757ac078286ac6d002da1aceee937e559b905565cb44824034f4547c8d36,True
175,zimlex-2022-51628ff1da6713d88eee,S v Nhemwa (257 of 2022) [2022] ZWHHC 257 (11 March 2022) Copy.docx,law_report_draft,High Court,HH 257-22,,0,a34ab1298410b1439f1996f6971ec088c2f4021c640136200ed6bdf925938186,975497f4dd2d05be2dfed5f1f9c528abf02ab8c1869e657949dffa0e3f502128,True
176,zimlex-2022-3592c14d5b432fea2184,Muganhiri v City of Harare (258 of 2022) [2022] ZWHHC 258 (20 April 2022) Copy.docx,law_report_draft,High Court,HH 258-22,,0,2d41a60cf21d23768dc99dbb15911df5dfb6f7ad9f09cd19e28d1d36a6f8df20,7403708215a662b3ea0a0f49c079f71fd05e6ce156f50ffe230a8aeaa254dfde,True
177,zimlex-2022-efd3370eef5675ccb088,Gatsi v D Med Healthcare (Pvt) Ltd (259 of 2022) [2022] ZWHHC 259 (20 April 2022) Copy(1).docx,law_report_draft,High Court,HH 259-22,,0,a8f9a92479a75f4dfe76cc94d76956c5d41ec2a89b665599bea7d3c3761988d6,dbe8bb60ef2ff71cd34263f5f913cce8391d8e59c9a4d1a3afc3e47eca014da5,True
178,zimlex-2022-2a56b518ac71700ef6b8,Chimimba v First Capital Bank Limited (262 of 2022) [2022] ZWHHC 262 (20 April 2022) Copy(1).docx,law_report_draft,High Court,HH 262-22,,0,9e04a6cce8500311ad271f662ff4e516d9f71ff6198e493cf094b843df781377,d90e60ecb7489f7793b9a406effc348e6b7075f281693a24f52393ac896b53c3,True
179,zimlex-2022-b84b8073fd91bc83eb73,GRAINM~1.DOC,law_report_draft,High Court,HH 263-22,,0,fef02a0f48cb4a8aa1212d34113273a3ef5f3be79034fbbf48d6164afa7d5624,98f470b1ab7d131d7e1c97fcfc4ea2684adf7bcee13992b0d3726318e83cb190,True
180,zimlex-2022-124678e8e1e51cbb67cf,Stanley Farms (Pvt) Limited v Chidongo and 20 Others (27 of 2022) [2022] ZWHHC 27 (13 January 2022) Copy(1).docx,law_report_draft,High Court,HH 27-22,,0,da7b4883bfb1dcfcd9e9469a78026ad2c36639c5fb31d39b44db6989966f1e80,ffa5c503c7b5f236b80195092874de078f277eb379fffe6d711c77043aed6eb3,True
181,zimlex-2022-b8cacb324b0bf21889c3,S v Chirinhe (289 of 2023) [2022] ZWHHC 2025 (22 September 2022) Copy.docx,law_report_draft,High Court,HH 289-23,,0,af344b9ee1efa1b411a2dcf20611b707041b7f3b51222231e10fc7540894032c,ffe2ebf708b051916c557a74d42bc5e76c6350e05cc9ae3c584f3a74d9de38e5,True
182,zimlex-2022-b258d48dd0968cca3876,Manomano v Micro-Teaching Computer Systems (Pvt) Ltd and Another (29 of 2022) [2022] ZWHHC 29 (19 January 2022) Copy.docx,law_report_draft,High Court,HH 29-22,,0,9911d0b5ce38f7ddc66a7dafd1d63ef8da528180bcd0e8d6b0d9e07aa2d3457f,14c938b81bb3c5a47a909b59bba365651afe0e9790e2c1f83c80ec173697fa41,True
183,zimlex-2022-5a364465e43b04969577,Masuku v Ndhlovu N.O and 2 Others (299 of 2023) [2022] ZWHHC 2024 (15 November 2022) Copy.docx,law_report_draft,High Court,HH 299-23,,0,1fdd9597c0f706a29ef95485475e94cda262dc77baf5bde19b053df4af8c8d48,fcbb61be4df1e4204fdfbcdf85084b521e2d84bc4bf93f13ad80647cf424fc7c,True
184,zimlex-2022-9bc843dffff7abe494e5,Pamhene v Rilpride Investments Private Limited (30 of 2022) [2022] ZWHHC 30 (19 January 2022) Copy.docx,law_report_draft,High Court,HH 30-22,,0,79a495b0e351388e2ae031ebe63dab59075ae751aebae2dbd5dc8cfbd6fe4ec0,195e392f80ad9b4180e9621c659709368c7d10f0913f017be414cf2242a54595,True
185,zimlex-2022-4fa3b0d72153400b69bd,Mugabe N.O and 2 Others v Manongovere (309 of 2022) [2022] ZWHHC 309 (12 May 2022) Copy.docx,law_report_draft,High Court,HH 309-22,,0,10aed3ecededda413c26cc52642c2dd193880fca63341dee111c0d1358388ab5,136179033208695cce8b625e7776de0c859c044397b043a43bfb792033890a90,True
186,zimlex-2022-d5e3d84232e058f4cd95,Dekwe v Ecobank Zimbabwe Limited and 4 Others (310 of 2022) [2022] ZWHHC 310 (11 May 2022) Copy.docx,law_report_draft,High Court,HH 310-22,,0,a9fcbb84ae50ed437e255ea6a198648c61b28a2665cc93e23e8ab652f8eaccb5,2e656333440b77b1729d80e5727d2d62443b6fdf23ee514dd8e822bf4af412b1,True
187,zimlex-2022-77119342769eadc19a62,FMC Finance (Private) Limited v ZIMRA (311 of 2022) [2022] ZWHHC 311 (11 May 2022) Copy(1).docx,law_report_draft,High Court,HH 311-22,,0,9e64020d3d7e6b1e4c377cb1a69fa0695d5226f1295e22475bc38b013c6cdd8e,4eac9f4f94d9c352ada1dabdf2dbcc77677114d1892afe7e92b679ad81354bac,True
188,zimlex-2022-3db30fdc7f7252c20961,I A B Company v ZIMRA (32 of 2022) [2022] ZWHHC 32 (19 January 2022) Copy.docx,law_report_draft,High Court,HH 32-22,,0,281a7f2479370300e3c2b068f235582bdd43c87389ffc652114f671985da5f81,7abef01f325b20d25eb591db646ed37dbc0958c5f7e77012883852a4ee9bb055,True
189,zimlex-2022-919707d23e83f6ad85ab,CABS v Magodo (34 of 2022) [2022] ZWHHC 34 (19 January 2022) Copy(1).docx,law_report_draft,High Court,HH 34-22,,0,ca0e667ca989e43ff48706c60018ef0d9ae93e235554a6f5d53f822918304418,f87d9a2d0b57e2083004c4f38eb7bc3c2d62b6f2ee2ce017a7f5ce8fd3c98e4c,True
190,zimlex-2022-1a948c8e01d6fb4790f7,S v Harry (36 of 2022) [2022] ZWHHC 36 (19 January 2022) Copy.docx,law_report_draft,High Court,HH 36-22,,0,55a662608b3644fb7e90148cc97daeb562cfe944175adcebde000cacfab2ec1a,a063f4ca38cc21628170e0367685f5729c2eedf24f51a0b259714c6a9fc50a3a,True
191,zimlex-2022-9fcc88d034df188efeec,QUARRY~1.DOC,law_report_draft,High Court,HH 37-22,,0,095bf3a94a9f1841ab604720b4dc85dc13d244d2a3883f9367e3a9cddbd8e7c5,bc3a03c0093f7051ace27993cc5fda56b137e251e037e599003bc41c4da9eb4e,True
192,zimlex-2022-4d06e6227f868b25f11e,Mangoma v Zimbabwe Educational Scientific and Cultural Workers Union (38 of 2022) [2022] ZWHHC 38 (19 January 2022) Copy.docx,law_report_draft,High Court,HH 38-22,,0,0c70e68354de8dff8b3fd669959cfc035353aab7fcbdd28f67366345d2744b09,2c035fd6582402e6d5bbd06a807f64f9d1620b9d35ae516e8eafdcec183b537d,True
193,zimlex-2022-602a89f643dd34fbeaf8,Chiyangwa v Rusere (39 of 2022) [2022] ZWHHC 39 (14 January 2022) Copy.docx,law_report_draft,High Court,HH 39-22,,0,c6b2a0be5cdc2e1cfb701a4db397cd22077cba8e4fdea89dc016bfd09e68575d,d3035b6b0d94cb1a71e3d06a629bcfb4e67273140399b524442108cd6ef601f4,True
194,zimlex-2022-7331828f1166c233a568,Rotazom Investments (Pvt) Ltd v Byco (Pvt) Ltd and Another (249 of 2022) [2022] ZWHHC 249 (20 April 2022) Copy.docx,law_report_draft,High Court,HH 401/18,,0,8d630244cf823972c358c6935acb205561fbfe37b131cbfcc11c6e72cf9ebf6f,d83cf4a6417691b97853c5d8b9eb702a36eda5121be6b07bf076ed2efcb8204a,True
195,zimlex-2022-aa391cd6b3769cb98b77,PREMIN~1.DOC,law_report_draft,High Court,HH 43-22,,0,88c88bb864b873c3e426f6c59371f1ed3beb9d61dfdcc7876589682e47e5e355,c4f63cf482bba6c673f0d29dacc68e7a0091fb92c162c90b0bf2c232834c94a5,True
196,zimlex-2022-45e4b50ebee46eb37d84,ZIMIND~1(1).DOC,law_report_draft,High Court,HH 464-22,,0,4f603b12fed9a7a452bae740eb3b579920cea562b50d60164e037d3daa716e09,53a1e6edda24d8387d465cacbe11af9a525d568774f5330ea7970f4895c7353e,True
197,zimlex-2022-ad12ca56df3e92cd7f23,S v Makoni (47 of 2022) [2022] ZWHHC 47 (24 January 2022) Copy.docx,law_report_draft,High Court,HH 47-2022,,0,8bb1b268c8f5fa2080e102495028c56e00f619a47d7dc58f0f4a4269cb2bfde9,420e632dbdd61efb35cfcd224efe5bd7917c1466e4e1abd00c0cd1a4eb860af5,True
198,zimlex-2022-39d77b29a186e0ea7180,Chikwinya and 6 Others v Mudenda NO and 6 Others (48 of 2022) [2022] ZWHHC 48 (25 January 2022) Copy(1).docx,law_report_draft,High Court,HH 48-2022,,0,8fbd3e3b867219d389dd485539281abd5ec526c244241b3aaa10e12b38ae7af9,a8df90f0044f57b6a28bbb7d4994c61ff00c4df469c970b6b54eb00da92f5aaa,True
199,zimlex-2022-f2b781daa0981566ec93,Mike v Maggio Centre (Pvt) Ltd (51 of 2022) [2022] ZWHHC 51 (27 January 2022) Copy.docx,law_report_draft,High Court,HH 51-22,,0,84f8669e622a951af20351c4f2ce7eb8017d530b3edf7e940d0ce2e20f8ccc4e,e1f3e2fd551c876766a36a85cea67d893047c3375226647af83582dbee2c2aad,True
200,zimlex-2022-0715ddd64981ed5e561c,Charariza v Matipano (531 of 2022) [2022] ZWHHC 531 (4 August 2022) Copy(1).docx,law_report_draft,High Court,HH 531-22,,0,28d71780994fb62d3f3bb155b8964ae475dd3db3e79f7375df0af31c92fbb19b,816653aea1ee602adba5cca1dfe5a26afffe32e8032fb9268283c2d81a2d16fc,True
201,zimlex-2022-cd327da80025f4bf43f1,MINIST~1(2).DOC,law_report_draft,High Court,HH 532-22,,0,ef995776a5ef3a5f490b7abbd124f0c45347fa8de70d6a42d1e25dfc22eb4d34,cb564f5899f4cebbb99a09cc67f448aa5130d352a2160e08b7602616f12e64f6,True
202,zimlex-2022-f29f98a29542971bf2ae,Mativenga v Lafarge Cement Zimbabwe Limited (533 of 2022) [2022] ZWHHC 533 (10 August 2022) Copy.docx,law_report_draft,High Court,HH 533-22,,0,86d44db5134072eef938fb8b00307180da622609ed53e5bddff17babacd42a90,66e257ca85f0120b067a0754a9473eacc38b78ea691d1cf871acc51518bab6be,True
203,zimlex-2022-8e14676725ccef453c0f,Matimba v Zimbabwe Platinum Mines (Private) Limited (534 of 2022) [2022] ZWHHC 534 (12 July 2022) Copy.docx,law_report_draft,High Court,HH 534-22,,0,e5590ff7dc58c8cf4afc93f76cc3d0d5905eca008d767b1796b65bdd3a564fad,cd68c94d6a063683cf60e57970ea7a5a5081d842cb30faa5129995292e42201f,True
204,zimlex-2022-02814f6b577c351b9e53,S v Kadzviti (535 of 2022) [2022] ZWHHC 535 (5 August 2022) Copy.docx,law_report_draft,High Court,HH 535-22,,0,9227b3bb84f0b7b6e03d1186e041d28eed1507546e1b1b6fcdb610d39588f496,ef4c614630db851f113f55c8020560fde19b2a6fa4bd4ce5b6aa800e8f8b845f,True
